,cycle,id,transid,crpfilterid,recipcode,pacshort,crprecipname,expcode,amount,date,city,state,zip,cmtelid_ef,candid,type,descrip,pg,elecother,enttype,source
809,2016,49557,SB21B-280296,C00010603,DP,,,W10,3489,03/13/2015,Alexandria,VA,,,,,Salaries,,,IND,@auto
810,2016,49650,SB21B-280389,C00010603,DP,,,W10,2343,03/13/2015,Washington,DC,,,,,Salaries,,,IND,@auto
811,2016,49667,SB21B-280406,C00010603,DP,,,W10,1202,03/13/2015,Endwell,NY,,,,,Salaries,,,IND,@auto
814,2016,49814,SB21B-280617-160000,C00010603,DP,,,A40,53,03/18/2015,,IA,,,,,Travel,,,ORG,@auto
815,2016,49818,SB21B-280617-200000,C00010603,DP,,,A40,691,03/18/2015,Redmond,WA,,,,,Travel,,,ORG,@auto
816,2016,49952,SB21B-280609,C00010603,DP,,,A40,2016,03/26/2015,CHICAGO,IL,606473901,,,,Travel,,,ORG,@auto
818,2016,50022,SB21B-280697,C00010603,DP,,,W10,2712,03/31/2015,HAMILTON,NJ,,,,,Salaries,,,IND,@auto
819,2016,50038,SB21B-280713,C00010603,DP,,,W10,2983,03/31/2015,ALEXANDRIA,VA,,,,,Salaries,,,IND,@auto
820,2016,50083,SB21B-280758,C00010603,DP,,,W10,2551,03/31/2015,Washington,DC,,,,,Salaries,,,IND,@auto
824,2016,50331,D30982,C00010603,DP,,,N10,25,03/10/2015,,NJ,070526621,,,,Chargeback,,,IND,@new
827,2016,50382,D31045,C00010603,DP,,,N10,250,03/10/2015,Albuquerque,NM,871223413,,,,Chargeback,,,IND,@new
828,2016,50561,SB21-0042635,C00075820,RP,,,W10,1790,03/31/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
829,2016,50642,SB21-0042673,C00075820,RP,,,W10,1926,03/31/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
830,2016,50734,SB21-0045092,C00075820,RP,,,A30,1058,03/04/2015,MEDFORD,OR,,,,,FOOD,,,ORG,@new
831,2016,50805,SB21-0042609,C00075820,RP,,,U10,16699,03/26/2015,BOSTON,VA,,,,,PRINTING,,,ORG,@new
832,2016,50843,SBCCUV1900034,C00075820,RP,,Uber,A40,33,03/11/2015,,CA,,,,,TRAVEL,,,ORG,@auto
833,2016,50945,SB21-0042568,C00075820,RP,,,U10,33992,03/17/2015,CHAMPAIGN,IL,,,,,POSTAGE,,,ORG,@new
836,2016,51234,2015M02L21PA00225,C00003418,RP,,,W10,6149,01/30/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
837,2016,51242,2015M02L21PA00233,C00003418,RP,,,W10,2321,01/30/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
838,2016,51245,2015M02L21PA00236,C00003418,RP,,,W10,1661,01/30/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
839,2016,51319,2015M02L21PA00346,C00003418,RP,,,W10,2240,01/30/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
840,2016,51404,2015M02L2800538,C00003418,RP,,,N10,41,01/21/2015,CHELTENHAM,PA,,,,,REFUND,,,IND,@new
846,2016,51742,D604947,C00035600,DP,,,W10,1584,02/20/2015,,IA,503153271,,,,Payroll,G2016,,IND,@auto
859,2016,52537,B6041984B814A4FB5965,C00014498,RP,,,A40,1129,02/10/2015,Norwalk,IA,502110277,,,,MILEAGE,,,IND,@auto
867,2016,53034,SB21B-933057-10000,C00000935,DP,,Uber,A40,13,01/22/2015,,CA,,,,,Travel,,,ORG,@auto
868,2016,53042,SB21B-933076-30000,C00000935,DP,,,A40,379,02/05/2015,Chicago,IL,,,,,Travel,,,ORG,@auto
870,2016,53118,SB21B-933068-10000,C00000935,DP,,Curb,A40,13,01/06/2015,Alexandria,VA,,,,,Travel,,,ORG,@auto
871,2016,53253,SB21B-932918-10000,C00000935,DP,,,A70,100,02/23/2015,Washington,DC,,,,,Telephones,,,ORG,@new
872,2016,53354,SB21B-932979-10000,C00000935,DP,,,A70,40,02/25/2015,,PA,180025505,,,,Telephones,,,ORG,@new
922,2016,56319,SB21-0042183,C00075820,RP,,,W10,1874,02/13/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
923,2016,56391,SB21-0042242,C00075820,RP,,,A40,105,02/18/2015,CHICAGO,IL,,,,,TRAVEL,,,ORG,@auto
925,2016,56477,SB21-0042398,C00075820,RP,,,W10,1488,02/27/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
929,2016,56605,SB21B-7009,C00384479,DP,,,W10,1197,02/13/2015,,MD,,,,,Salaries,,,IND,@auto
930,2016,56660,2015M03L2100001,C00003418,RP,,,A70,2075,02/02/2015,WASHINGTON,DC,,,,,RENT,,,ORG,@auto
931,2016,56688,2015M03L2100076,C00003418,RP,,,F10,57943,02/04/2015,,MN,,,,,TELEMARKETING,,,ORG,@new
935,2016,57021,2015M03L21PA00001,C00003418,RP,,,W10,1073,02/13/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
936,2016,57083,2015M03L21PA00063,C00003418,RP,,,W10,2936,02/13/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
937,2016,57100,2015M03L21PA00080,C00003418,RP,,,W10,1922,02/13/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
938,2016,57115,2015M03L21PA00095,C00003418,RP,,,W10,978,02/13/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
939,2016,57246,2015M03L21PA00226,C00003418,RP,,,W10,1700,02/27/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
940,2016,57307,2015M03L21PA00287,C00003418,RP,,,W10,2193,02/27/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
946,2016,57954,SB21B-279778,C00010603,DP,,,W10,1717,02/13/2015,Washington,DC,,,,,Salaries,,,IND,@auto
947,2016,57988,SB21B-279812,C00010603,DP,,,W10,1226,02/13/2015,Arlington,VA,,,,,Salaries,,,IND,@auto
948,2016,58044,SB21B-279661,C00010603,DP,,,A70,74,02/18/2015,DALLAS,TX,752660720,,,,Phone,,,ORG,@new
949,2016,58045,SB21B-279662,C00010603,DP,,,A70,74,02/18/2015,DALLAS,TX,752660720,,,,Phone,,,ORG,@new
954,2016,58324,SB21B-279990,C00010603,DP,,,W10,1570,02/27/2015,ALEXANDRIA,VA,,,,,Salaries,,,IND,@auto
955,2016,58360,SB21B-280026,C00010603,DP,,,W10,2019,02/27/2015,Washington,DC,,,,,Salaries,,,IND,@auto
956,2016,58378,SB21B-280044,C00010603,DP,,,W10,1312,02/27/2015,Arlington,VA,,,,,Salaries,,,IND,@auto
963,2016,59059,SB21B23842,C00033134,RP,,,W10,1920,02/26/2015,Evergreen,CO,,,,,Payroll,,,IND,@auto
975,2016,59697,SB21B61599,C00224717,DP,,,A70,509,03/20/2015,Southfield,MI,,,,,Rent,,,ORG,@auto
977,2016,59749,2015M02L21PA00285,C00003418,RP,,,W10,901,01/30/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
978,2016,59816,2015M02L21CE0580004M,C00003418,RP,,,U10,52,01/07/2015,EDWARDS,CO,,,,,POSTAGE,,,ORG,@auto
983,2016,59998,D518118,C00160937,DP,,,C10,200,01/14/2015,,SD,,,,,Printing,,,ORG,ManAG
984,2016,60009,D518130,C00160937,DP,,,W10,1284,01/30/2015,,SD,571031551,,,,Salary,,,IND,@auto
990,2016,60211,2015M02L21PA00203,C00003418,RP,,,W10,1961,01/30/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
995,2016,60305,2015M02L21PA00184,C00003418,RP,,,W10,1292,01/15/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
1008,2016,61321,VPEF69XQAX1,C00024679,DP,,,W10,1536,04/30/2015,Burlington,VT,054011701,,,,Salary,,,IND,@auto
1012,2016,61540,SB21B21431,C00042622,RP,,,U10,30,04/27/2015,BOSTON,MA,,,,,POSTAGE,,,ORG,@auto
1013,2016,61554,SB30B21346,C00042622,RP,,,W10,1140,04/22/2015,BOSTON,MA,,,,,PAYROLL,,,IND,@auto
1018,2016,61797,SB21B-280961,C00010603,DP,,,F10,10055,04/08/2015,,CA,,,,,Telemarketing,,,ORG,@new
1019,2016,61844,SB21B-281060-30000,C00010603,DP,,,A40,30,04/14/2015,Austin,TX,,,,,Travel,,,ORG,@auto
1021,2016,61894,SB21B-281155,C00010603,DP,,,W10,1091,04/15/2015,Washington,DC,,,,,Salaries,,,IND,@auto
1022,2016,62042,SB21B-281304,C00010603,DP,,,W10,1544,04/15/2015,Washington,DC,,,,,Salaries,,,IND,@auto
1023,2016,62089,SB21B-281387,C00010603,DP,,,F10,5396,04/21/2015,Oakland,CA,,,,,Telemarketing,,,ORG,@new
1024,2016,62124,SB21B-281420,C00010603,DP,,,U00,1100,04/21/2015,,NY,,,,,Photography,,,ORG,@new
1026,2016,62190,SB21B-281817-100000,C00010603,DP,,Budget-Rent-A-Car,A40,252,04/21/2015,JACKSON,MS,,,,,Travel,,,ORG,@auto
1027,2016,62229,SB21B-281817-490000,C00010603,DP,,,A40,24,04/21/2015,Arlington,VA,,,,,Travel,,,ORG,@auto
1029,2016,62444,SB21B-281563,C00010603,DP,,,W10,1305,04/30/2015,Arlington,VA,,,,,Salaries,,,IND,@auto
1030,2016,62458,SB21B-281577,C00010603,DP,,,W10,2268,04/30/2015,Chicago,IL,,,,,Salaries,,,IND,@auto
1037,2016,62701,D31166,C00010603,DP,,,N10,100,04/13/2015,Evanston,IL,602021362,,,,Chargeback,G2015,,IND,@new
1038,2016,62742,D31588,C00010603,DP,,,N10,100,04/06/2015,Greenville,MS,387034438,,,,Chargeback,,,IND,@new
1039,2016,62790,D31444,C00010603,DP,,,N10,25,04/14/2015,,FL,331695254,,,,Chargeback,,,IND,@new
1040,2016,62795,D31482,C00010603,DP,,,N10,1000,04/28/2015,Atlanta,GA,303071242,,,,Chargeback,,,IND,@new
1044,2016,63113,SB21B-7108,C00384479,DP,,,A70,85,04/14/2015,WASHINGTON,DC,,,,,Telephone,,,COM,@new
1048,2016,63514,SBCCUV12420,C00075820,RP,,,F30,30,04/10/2015,WASHINGTON,DC,,,,,FOOD/BEVERAGE,,,ORG,@new2
1050,2016,63670,B2995774FA18A48FDB11,C00014498,RP,,,A40,582,04/22/2015,,IA,511061636,,,,Mileage,,,IND,@auto
1056,2016,64093,B324EDE7039644A708F5,N00030768,RI,,,A70,146,02/13/2015,Rochester,NY,146234207,,,,Telephone,P2016,,ORG,@new
1064,2016,64471,VPEKX9V9H85,C00010439,DP,,,T20,50000,03/11/2015,Columbus,OH,432155418,,,,Transfer,,,PTY,@new2
1074,2016,65236,BEE32C03381A24C4D9F1,N00006052,RI,,,U10,245,01/07/2015,Amarillo,TX,791059090,,,,Postage,P2016,,ORG,@auto
1075,2016,65327,D759996,C00191247,DP,,,M30,155,03/31/2015,,CA,,,,,Advertising,,,ORG,@new
1077,2016,65634,SB21B66144,C00354332,DP,,,A70,162,03/27/2015,Southfield,MI,,,,,Rent,,,ORG,@auto
1081,2016,65804,D759980,C00191247,DP,,Enstar,A70,131,04/21/2015,Anchorage,AK,,,,,Utilities,,,ORG,@auto
1085,2016,66155,SB21B66863,C00354332,DP,,,A70,1770,04/03/2015,Lansing,MI,,,,,Rent,,,ORG,@auto
1097,2016,67149,SB21B7426,C00507384,RP,,,U10,163,05/29/2015,,CA,,,,,printing,,,ORG,@new
1099,2016,67219,SB21B64116,C00224717,DP,,,A70,598,06/09/2015,Southfield,MI,,,,,Rent,,,ORG,@auto
1118,2016,68265,SB21B4911,C00573022,RP,,Integram,F10,1926,05/29/2015,Dulles,VA,,,,,Postage,,,ORG,@new2
1119,2016,68278,VNTPB9REA49,C00513002,DP,,,F30,710,03/27/2015,Washington,DC,200011511,,,,Catering,,,ORG,@new
1121,2016,68411,D519992,C00541086,DP,,,F10,328,03/13/2015,Baltimore,MD,212091455,,,,Robocalls,,,ORG,@new2
1126,2016,68674,SB30B6252,C00156810,RP,,,W10,1029,05/15/2015,Lexington,KY,,,,,Payroll,,,IND,@auto
1133,2016,69036,17-2057-P,N00033274,DI,,,A40,1530,03/03/2016,Cambridge,MD,,,,,Lodging,,,ORG,@auto
1145,2016,69568,SB1764933,N00000575,DI,,,U60,285,01/07/2016,,CT,,,,,Flowers,,,ORG,@new
1150,2016,69957,D565903,N00025284,DI,,,F30,1246,02/25/2015,Washington,DC,200053544,,,,Catering,P2016,,ORG,@new
1158,2016,70604,B79E17628AB4C4A76811,N00026460,RI,,,A40,655,07/16/2015,Napa,CA,945587524,,,,Travel,P2016,,ORG,@auto
1161,2016,71028,SB21B-934242-10000,C00000935,DP,,Gogoair,A40,17,03/20/2015,Itasca,IL,,,,,Travel,,,ORG,@auto
1168,2016,71505,D570221,N00025284,DI,,,F30,19,06/15/2015,Washington,DC,200034426,,,,Food/Beverage,P2016,,ORG,@new2
1173,2016,71777,0010125,N00005906,RN,,,A60,1326,09/18/2015,Alexandria,VA,,,,,CONSULTING-LEGAL,P2012,,ORG,@new
1176,2016,71993,B633F1F5A2D9347EAAEC,N00030788,RI,,,U10,56,09/15/2015,Dallas,TX,752405032,,,,Shipping,,,ORG,@new
1177,2016,72111,B0BCEB880DC364CAB882,N00026460,RI,,,F30,1572,09/03/2015,Washington,DC,,,,,Food/Beverage,P2016,,ORG,@new2
1184,2016,72668,SB21B-934074,C00000935,DP,,,W10,4338,04/24/2015,Washington,DC,,,,,Payroll,,,IND,@auto
1185,2016,72675,SB21B-934094,C00000935,DP,,,W10,1970,04/24/2015,Washington,DC,,,,,Payroll,,,IND,@auto
1186,2016,72678,SB21B-934112,C00000935,DP,,,W10,2303,04/24/2015,Alexandria,VA,,,,,Payroll,,,IND,@auto
1187,2016,72811,VQZCPA03V52,N00000179,DI,,,A40,1092,06/24/2015,,NY,,,,,Travel,P2016,,ORG,@auto
1192,2016,73022,BE090A362E7734E8EB24,N00035380,RI,,,U10,1360,07/20/2015,Mobile,AL,366042721,,,,Printing/Postage,P2016,,ORG,@new
1199,2016,73494,B-E-18282,N00031233,RI,,,U10,5,09/09/2015,Lexington,KY,405079998,,,,Postage,P2016,,ORG,@auto
1217,2016,74789,BFA18FC738D904841862,N00033832,RI,,,A40,46,07/10/2015,,SC,,,,,Travel,P2016,,ORG,@auto
1221,2016,74913,VN81E9V7C01,N00027751,DI,,,W10,1229,07/10/2015,Baltimore,MD,212113115,,,,Salary,P2016,,IND,@auto
1227,2016,75205,BD2F722EEA8FF4728B19,N00009738,RI,,,U10,13,07/18/2015,Memphis,TN,381011140,,,,deliveries,P2016,,ORG,@new
1229,2016,75385,SB21B-934092,C00000935,DP,,,W10,4583,04/24/2015,Washington,DC,,,,,Payroll,,,IND,@auto
1235,2016,75947,SB21B-933811-10000,C00000935,DP,,,A40,34,04/10/2015,Washington,DC,,,,,Travel,,,ORG,@auto
1239,2016,76105,SB21B-934228-30000,C00000935,DP,,,A40,3,03/27/2015,Syracuse,NY,,,,,Travel,,,ORG,@auto
1242,2016,76407,D514563,N00027035,DI,,,A70,700,09/01/2015,Wilson,NC,278940023,,,,Rent,P2016,,IND,@auto
1243,2016,76522,SB174346,N00036898,DC,TomB4House,,A40,41,08/23/2015,Janesville,WI,,C00570390,,,Gas,G2016,,ORG,@new
1245,2016,76637,D564790,N00025284,DI,,,A40,1150,01/27/2015,Stamford,CT,069028911,,,,Lodging,P2016,,ORG,@auto
1246,2016,76654,D564776,N00025284,DI,,,A70,388,01/02/2015,Tucson,AZ,857018245,,,,Storage,P2016,,ORG,@new
1252,2016,77027,VNTWJ9S4M56,N00004558,DI,,,U10,31,08/05/2015,Pittsburgh,PA,152620001,,,,Shipping,P2016,,ORG,@new
1254,2016,77059,SB17-EX138,N00037034,RC,,,M30,440,08/03/2015,,CA,,,H6KS01179,,advertising,P2016,,ORG,@new
1258,2016,77346,SB21B-933803-10000,C00000935,DP,,,A40,70,04/10/2015,Washington,DC,,,,,Travel,,,ORG,@auto
1260,2016,77406,VPENE9ZQNE7,N00027088,DN,,,U10,3,08/05/2015,Sewickley,PA,151431532,,,,Mailing,P2016,,ORG,@new
1263,2016,77570,SB17395576,N00003467,RI,,,U10,20,08/01/2015,Hopkinsville,KY,,,,,Postage,,,ORG,@new
1264,2016,77574,SB17395691,N00003467,RI,,,U10,16,09/01/2015,Washington,DC,,,,,Postage,,,ORG,@new
1265,2016,77578,SB17395699,N00003467,RI,,,A40,135,09/01/2015,Paducah,KY,,,,,Hotel,,,ORG,@auto
1266,2016,77605,B873EE094AFB1499390C,N00006263,RI,,,U10,113,09/11/2015,Boise,ID,,,,,Postage,P2016,,ORG,@new
1272,2016,77944,SB17-EX193,N00037034,RC,,,A40,136,08/31/2015,,KS,,,,,lodging,P2016,,ORG,@auto
1274,2016,78088,D568354,N00025284,DI,,,A30,283,04/20/2015,Tucson,AZ,857466555,,,,Food/Beverage,P2016,,ORG,@new
1275,2016,78095,D569733,N00025284,DI,,,A30,348,06/10/2015,Tucson,AZ,857412864,,,,Food/Beverage,P2016,,ORG,@new
1277,2016,78166,SBEX457,C00542423,RP,,,A40,1018,01/27/2015,CHICAGO,IL,,,,,TRAVEL,,,ORG,@auto
1279,2016,78205,SB17I2150,N00030891,RL,,,A40,47,03/09/2015,HOUSTON,TX,,,,,GAS,,,ORG,@new
1280,2016,78276,D660525,N00034128,DI,,,A40,100,02/02/2015,Philadelphia,PA,,,,,Travel,P2016,,ORG,@auto
1286,2016,78712,0001878,N00030645,RI,,,A40,1462,01/06/2015,Phoenix,AZ,,,,,Airfare,P2016,,ORG,@auto
1291,2016,78907,SB21B1241,C00542423,RP,,,F30,3546,01/26/2015,HOUSTON,TX,,,,,CATERING,,,ORG,@new
1297,2016,79194,0001901,N00030645,RI,,Uber,A40,95,03/04/2015,,CA,,,,,Travel,P2016,,ORG,@auto
1302,2016,79349,SB30B30594,C00187450,RP,,,W10,3710,05/27/2015,,LA,,,,,PAYROLL,,,IND,@auto
1306,2016,79431,SB21B-281699,C00010603,DP,,,A40,463,05/06/2015,CHICAGO,IL,606473901,,,,Travel,,,ORG,@auto
1315,2016,79990,SB21B-282276,C00010603,DP,,,W10,2983,05/29/2015,ALEXANDRIA,VA,,,,,Salaries,,,IND,@auto
1316,2016,80104,SB21B-282358-140000,C00010603,DP,,Courtyard,A40,1391,05/29/2015,Chicago,IL,,,,,Travel,,,ORG,@auto
1317,2016,80130,SB21B-282358-410000,C00010603,DP,,,A40,488,05/29/2015,,NY,,,,,Travel,,,ORG,@auto
1319,2016,80612,SB21B-282070,C00010603,DP,,,U20,13539,05/19/2015,Chicago,IL,606748025,,,,Software,,,ORG,@new
1321,2016,80804,EXPB9429,C00231076,DP,,ActBlue,F40,30,05/10/2015,Cambridge,MA,,,,,Fees,,,ORG,@new
1325,2016,81348,30b-05-07682-17526,C00135558,DP,,,W10,2078,05/15/2015,,MO,,,,,Salary,,,IND,@auto
1331,2016,81746,EXPB2185,C00321943,DP,,,C10,1458,05/05/2015,Anaheim,CA,,,,,Brochures,,,ORG,@new
1332,2016,81978,SB17I178,N00026166,RI,,,W10,1317,01/15/2015,LEXINGTON,NC,,,,,PAYROLL,,,IND,@auto
1334,2016,82036,SB17I169,N00026166,RI,,,U10,98,03/25/2015,BOONE,NC,,,,,POSTAGE,,,ORG,@new
1339,2016,82473,B-E-1748,N00036928,RI,,,M00,5040,05/06/2015,,NY,,,,,Advertising,S2015,,ORG,@new
1346,2016,82788,VPE7K9YZVG3,N00000751,DI,,,F30,22225,04/01/2015,Paterson,NJ,075221978,,,,ccatering,P2016,,ORG,@new
1347,2016,82837,SB1742332,N00026148,RI,,,A40,41,09/30/2015,Tyler,TX,,C00386532,,,Gasoline,P2016,,ORG,@new
1349,2016,82951,SB1726124,N00004884,DI,,,U10,100,08/31/2015,Chicago,IL,,,,,Printing,P2016,,ORG,@new
1362,2016,83684,VQZ7E9XW240,N00037264,DC,,,A60,1250,08/18/2015,Denver,CO,802031601,,,,Compliance,P2016,,ORG,@auto
1369,2016,84326,SB1742104,N00026148,RI,,,A40,58,08/20/2015,,CA,,C00386532,,,Parking,P2016,,ORG,@new
1388,2016,85794,SB17-EX1866,N00036023,RI,,Quikpark,A40,18,04/16/2015,Washington,DC,,,,,Parking,P2016,,ORG,@new
1394,2016,86121,D579643,N00004029,DI,,,F30,345,09/29/2015,Alexandria,VA,,,,,Catering,P2016,,ORG,@new
1399,2016,86550,B6D0F2AB828E34067AAD,N00012672,RI,,,A60,250,08/31/2015,Lovington,NM,882602807,,,,Accounting,P2016,,IND,@auto
1405,2016,87048,SB17-EX2552,N00036013,RI,,,U10,31,09/08/2015,,VA,,,,,Postage,P2016,,ORG,@new
1406,2016,87194,BB42E8B384A964B3585E,N00029147,RI,,,A40,414,03/22/2016,Dallas,TX,,,,,Airfare,,,ORG,@auto
1407,2016,87201,B028625D4F18143F3ABD,N00029147,RI,,,R30,1000,03/23/2016,Stayton,OR,973830893,C00592055,H6OR05143,,Contribution,P2016,,CCM,@new3
1422,2016,88108,VPEH5A1G153,N00037039,DO,,,W10,1133,02/01/2016,Minneapolis,MN,554195117,,,,Payroll,P2016,,IND,@auto
1430,2016,88481,SB176596,N00034896,RO,,,U10,4,01/30/2016,,MN,,,,,Stamps,P2016,,ORG,@new
1438,2016,88964,VQZCPA715E7,N00000179,DI,,,A40,130,01/29/2016,Baltimore,MD,212021012,,,,Travel,P2016,,ORG,@auto
1441,2016,89067,SB17112945,N00013770,RI,,,W10,1948,03/29/2016,SHIPPENSBURG,PA,,,,,SALARY,,,IND,@auto
1442,2016,89098,SB17112102,N00013770,RI,,,A40,1307,02/12/2016,WASHINGTON,DC,,,,,LODGING,,,ORG,@auto
1443,2016,89179,SB17112495,N00013770,RI,,,U10,201,03/15/2016,HOLLIDAYSBURG,PA,,,,,PRINTING,,,ORG,@new
1446,2016,89678,D2-03n50j,N00025495,RI,,,U10,25,12/08/2015,Palatine,IL,,,,,delivery,P2016,,ORG,@new
1447,2016,89679,D3-03n50k,N00025495,RI,,,U10,25,12/16/2015,Palatine,IL,,,,,delivery,P2016,,ORG,@new
1448,2016,89743,D257-00GQ1v,N00025495,RI,,,A70,21,01/21/2016,,MN,,,,,telephone,P2016,,ORG,@new
1463,2016,90822,VNH26A0X3R4,N00036018,DI,,,F30,1182,03/09/2016,Occoquan,VA,,,,,Catering/Events,,,ORG,@new
1466,2016,90954,D638655,N00029139,DI,,,A40,400,01/11/2016,Washington,DC,200012001,,,,Lodging,P2016,,ORG,@auto
1487,2016,92065,VQZ2TA7BKY1,N00037281,DL,,,W10,41,03/23/2016,Bloomington,IL,617045263,,,,Insurance,P2016,,ORG,@new
1488,2016,92070,VQZ2TA7BKH8,N00037281,DL,,,W10,857,03/16/2016,Rockville,MD,,,,,Salary,P2016,,IND,@auto
1499,2016,92925,B-245,N00038781,RO,,,U10,147,03/11/2016,Lancaster,PA,,,,,Postage,P2016,,ORG,@new
1507,2016,93985,SB21B-024773-1,C00003418,RP,,,W10,3751,02/15/2016,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
1508,2016,94171,SB1763824,N00000575,DI,,,W10,842,09/14/2015,Hartford,CT,,,,,Insurance,,,ORG,@new
1513,2016,94476,SB23112485,N00007539,RL,,,W10,2650,11/30/2015,COLUMBIA,SC,,,,,PAYROLL,P2016,,IND,@auto
1514,2016,94550,VQZACA16GZ7,N00026914,DI,,Bp,A40,28,10/26/2015,Warrenville,IL,605553018,,,,Travel,P2016,,ORG,@auto
1515,2016,94551,VQZACA2AHQ9,N00026914,DI,,Bp,A40,28,11/30/2015,Warrenville,IL,605553018,,,,Travel,P2016,,ORG,@auto
1517,2016,94584,SB21B-024781-1,C00003418,RP,,,W10,3043,02/15/2016,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
1522,2016,94985,SB23112442,N00007539,RL,,,W10,1750,10/30/2015,,AR,,,,,PAYROLL,P2016,,IND,@auto
1527,2016,95591,SB23I24970,N00037006,RL,,,W10,1333,01/31/2016,MIAMI,FL,,,,,PAYROLL,P2016,,IND,@auto
1535,2016,96097,SB23I25558,N00037006,RL,,,A40,30,01/08/2016,BELLEVUE,WA,,,,,TRAVEL,P2016,,ORG,@auto
1536,2016,96218,SB23I26252,N00037006,RL,,,A40,22,01/08/2016,,OK,,,,,TRAVEL,P2016,,ORG,@auto
1556,2016,97366,B97BAC7BE37574C5896F,N00026368,RI,,,U10,98,06/18/2015,Riga,MI,492769704,,,,postage,P2016,,ORG,@new
1558,2016,97629,D42980,N00000019,DO,,,W10,1595,11/30/2015,,NY,101855256,,,,Payroll,P2016,,IND,@auto
1559,2016,97668,D21980,N00000019,DO,,,A70,60,10/30/2015,,NY,101855256,,,,Phone,P2016,,IND,@new
1560,2016,97833,D43211,N00000019,DO,,,W10,1453,11/13/2015,Irving,TX,750616117,,,,Payroll,P2016,,IND,@auto
1561,2016,97854,D70221,N00000019,DO,,,A70,60,12/31/2015,,NY,101855256,,,,Phone,P2016,,IND,@new
1562,2016,97871,D43781,N00000019,DO,,,W10,1049,11/30/2015,,NY,101855256,,,,Payroll,P2016,,IND,@auto
1563,2016,97949,D68601,N00000019,DO,,,W10,1597,12/31/2015,,NY,101855256,,,,Payroll,P2016,,IND,@auto
1564,2016,97978,D79802,N00000019,DO,,,U30,950,11/04/2015,Concord,NH,033012934,,,,Venue,P2016,,ORG,@new
1565,2016,98057,D43442,N00000019,DO,,,W10,3625,11/30/2015,,NY,101855256,,,,Payroll,P2016,,IND,@auto
1566,2016,98060,D69702,N00000019,DO,,,A70,60,12/31/2015,,NY,101855256,,,,Phone,P2016,,IND,@new
1567,2016,98187,D42543,N00000019,DO,,,A70,60,11/30/2015,,NY,101855256,,,,Phone,P2016,,IND,@new
1568,2016,98268,D21913,N00000019,DO,,,W10,2507,10/30/2015,,NY,101855256,,,,Payroll,P2016,,IND,@auto
1569,2016,98275,D43933,N00000019,DO,,,W10,1193,11/30/2015,,NY,101855256,,,,Payroll,P2016,,IND,@auto
1570,2016,98291,D19863,N00000019,DO,,,W10,2008,10/15/2015,Irving,TX,750616117,,,,Payroll,P2016,,IND,@auto
1571,2016,98303,D69393,N00000019,DO,,,W10,3819,12/31/2015,,NY,101855256,,,,Payroll,P2016,,IND,@auto
1572,2016,98327,D69563,N00000019,DO,,,A70,60,12/31/2015,,NY,101855256,,,,Phone,P2016,,IND,@new
1573,2016,98363,D68843,N00000019,DO,,,W10,1004,12/31/2015,,NY,101855256,,,,Payroll,P2016,,IND,@auto
1574,2016,98395,D70144,N00000019,DO,,,W10,1960,12/31/2015,,NY,101855256,,,,Payroll,P2016,,IND,@auto
1575,2016,98418,D21904,N00000019,DO,,,A70,60,10/30/2015,,NY,100166054,,,,Phone,P2016,,IND,@new
1576,2016,98661,D43585,N00000019,DO,,,A70,60,11/30/2015,,NY,101855256,,,,Phone,P2016,,IND,@new
1577,2016,98676,D43665,N00000019,DO,,,W10,2041,11/13/2015,,NY,101855256,,,,Payroll,P2016,,IND,@auto
1578,2016,98701,D69845,N00000019,DO,,,W10,1888,12/31/2015,,NY,101855256,,,,Payroll,P2016,,IND,@auto
1579,2016,98787,D69025,N00000019,DO,,,A70,60,12/31/2015,,NY,101855256,,,,Phone,P2016,,IND,@new
1580,2016,98804,D21126,N00000019,DO,,,A70,60,10/30/2015,,NY,101855256,,,,Phone,P2016,,IND,@new
1581,2016,98892,D70326,N00000019,DO,,,A70,60,12/31/2015,,NY,101855256,,,,Phone,P2016,,IND,@new
1582,2016,99125,D88017,N00000019,DO,,,A40,92,12/09/2015,,NY,101855256,,,,Travel,P2016,,IND,@auto
