,Unnamed: 0,Cycle,ID,TransID,CRPFilerid,Recipcode,Pacshort,CRPRecipname,Expcode,Amount,Date,City,State,Zip,CmteID_EF,Candid,Type,Descrip,PG,ElecOther,EntType,Source
499,2543,2016,1677269,SB23-EX563,C00489336,PI,,,R30,2500,09/25/2015,Anchorage,AK,,C00384529,S4AK00099,,contribut,P2016,,CCM,@new
500,2545,2016,1679622,BD29AE742BC3F4A1AA81,C00390831,PI,,,R30,2500,09/28/2015,Batavia,IL,605100039,,H0IL14080,,contribut,P2016,,COM,@new
501,2555,2016,1686255,67977718,C00034132,PB,,,R30,1500,10/13/2015,Washington,DC,,C00244335,H0DC00058,,contribut,P2016,,CCM,@new
502,2557,2016,1686439,D169222,C00373696,PB,,,R30,2500,10/29/2015,RIVERDALE,GA,,C00369801,H2GA13012,,contribut,P2016,,CCM,@new
503,2566,2016,1691449,SB2378297,C00013342,PL,,,R30,1000,10/22/2015,MURPHYSBORO,IL,,,H4IL12060,,contribut,P2016,,CCM,@new3
504,3952,2016,2533290,SB21B5032,C00532572,OI,,,W10,3192,06/30/2015,Warrenton,VA,,,,,payrol,,,IND,@auto
505,4004,2016,2567362,SB21B202969,C00417857,PI,,Kall8,A70,39,07/14/2015,Seattle,WA,,C00417857,,,telephon,,,ORG,@new
506,4124,2016,2632487,SB2319734,C00388462,PB,,,R30,1850,06/23/2015,,IA,,,H6IA02146,,contribut,P2016,,CCM,@new3
507,5159,2016,3336815,D691902,C00455741,PI,,,R30,500,10/20/2015,,PA,,C00560920,H4PA07092,,contribut,,,CCM,@new
508,5166,2016,3342705,SB234371,C00393769,PI,,,R30,1000,01/14/2016,WASHINGTON,DC,,,H0CA10149,,contribut,P2016,,CCM,@new3
509,5170,2016,3344382,0001823,C00402909,PI,,,R20,100,01/02/2016,Orlando,FL,,,,,contribut,P2016,,ORG,@new
510,5171,2016,3344698,69509602,C00251876,PB,,,R30,4000,01/19/2016,Sarasota,FL,,C00412759,H6FL13148,,contribut,G2016,,CCM,@new3
511,5174,2016,3345095,B593220,C00235739,PB,,,R30,2500,01/28/2016,Washington,DC,,C00397737,H4WA08071,,contribut,P2016,,CCM,@new3
512,5178,2016,3347675,B588187,C00431072,PB,,,R30,-5000,01/22/2016,Merrifield,VA,,C00575795,P00003392,,contribut,P2016,,CCM,@new3
513,5179,2016,3348201,B592845,C00479246,PB,,,R30,2500,01/20/2016,Aurora,IL,,C00435099,H8IL14067,,contribut,P2016,,CCM,@new3
